gloss_en,freq,proper_usage,proper_count,nonproper_count,suggested_ko,notes
Baal Gad,4,yes,4,0,바알갓,고유명사 음역/관습 표기 확인
Baal,4,yes,4,0,바알,고유명사 음역/관습 표기 확인
Azzur,4,yes,4,0,아즈즈우르,고유명사 음역/관습 표기 확인; 자동 음역
Azriel,4,yes,4,0,아즈르이에르,고유명사 음역/관습 표기 확인; 자동 음역
Azmon,4,yes,4,0,아스몬,고유명사 음역/관습 표기 확인
Azaziah,4,yes,4,0,아사지야,고유명사 음역/관습 표기 확인
attestation,4,no,0,4,증언/증명,
Astarte,4,yes,4,0,아스다롯,고유명사 음역/관습 표기 확인
Asriel,4,yes,4,0,아스르이에르,고유명사 음역/관습 표기 확인; 자동 음역
Ashkenaz,4,yes,4,0,아슈크에느아즈,고유명사 음역/관습 표기 확인; 자동 음역
Ashbel,4,yes,4,0,아슈브에르,고유명사 음역/관습 표기 확인; 자동 음역
Asenath,4,yes,4,0,아스낫,고유명사 음역/관습 표기 확인
arrogance,4,no,0,4,오만/교만,
Arodi,4,yes,4,0,아르오드이,고유명사 음역/관습 표기 확인; 자동 음역
armpit,4,no,0,4,겨드랑이,
Ariel,4,yes,4,0,아리엘,고유명사 음역/관습 표기 확인
appendage,4,no,0,4,부속물/부속 기관,
Ananiah,4,yes,4,0,아느아느이아하,고유명사 음역/관습 표기 확인; 자동 음역
Alvan,4,yes,4,0,아르브아느,고유명사 음역/관습 표기 확인; 자동 음역
alienation,4,no,0,4,소외/소원,
Ain,4,yes,4,0,아이느,고유명사 음역/관습 표기 확인; 자동 음역
Ahisamach,4,yes,4,0,아히사막,고유명사 음역/관습 표기 확인
Ahihud,4,yes,4,0,아하이하우드,고유명사 음역/관습 표기 확인; 자동 음역
Ahava,4,yes,4,0,아하와,고유명사 음역/관습 표기 확인
Adullamite,4,no,0,4,아둘람 사람,
Adonikam,4,yes,4,0,아도니감,고유명사 음역/관습 표기 확인
Adoni-Bezek,4,yes,4,0,아도니베섹,고유명사 음역/관습 표기 확인
Adnah,4,yes,4,0,아드느아하,고유명사 음역/관습 표기 확인; 자동 음역
Adiel,4,yes,4,0,아드이에르,고유명사 음역/관습 표기 확인; 자동 음역
Addon,4,yes,4,0,아드드오느,고유명사 음역/관습 표기 확인; 자동 음역
Adamah,4,yes,4,0,아드아므아하,고유명사 음역/관습 표기 확인; 자동 음역
act of sending,4,no,0,4,보냄/파송,
Acshaph,4,yes,4,0,아크슈아프,고유명사 음역/관습 표기 확인; 자동 음역
Abiel,4,yes,4,0,아비엘,고유명사 음역/관습 표기 확인
Abel Meholah,4,yes,4,0,아벨므홀라,고유명사 음역/관습 표기 확인
Abdi,4,yes,4,0,압디,고유명사 음역/관습 표기 확인
<ornament>,4,no,0,4,장식,
<kind of metal>,4,no,0,4,금속의 한 종류,
<Heliopolis>,4,yes,4,0,하에르이오프오르이스,고유명사 음역/관습 표기 확인; 자동 음역
-ezrite,4,no,0,4,-에스라이트/족명 접미,
Zorathite,3,no,0,3,소라 사람,
Zophah,3,yes,3,0,즈오프아하,고유명사 음역/관습 표기 확인; 자동 음역
Zimran,3,yes,3,0,즈이므르아느,고유명사 음역/관습 표기 확인; 자동 음역
Zillethai,3,yes,3,0,즈이르르에스아이,고유명사 음역/관습 표기 확인; 자동 음역
Zibiah,3,yes,3,0,즈이브이아하,고유명사 음역/관습 표기 확인; 자동 음역
Zetham,3,yes,3,0,즈에스아므,고유명사 음역/관습 표기 확인; 자동 음역
Zeredah,3,yes,3,0,즈에르에드아하,고유명사 음역/관습 표기 확인; 자동 음역
Zepho,3,yes,3,0,즈에프오,고유명사 음역/관습 표기 확인; 자동 음역
Zemarite,3,no,0,3,세마르 사람,
Zelek,3,yes,3,0,즈에르에크,고유명사 음역/관습 표기 확인; 자동 음역
Zela,3,yes,3,0,즈에르아,고유명사 음역/관습 표기 확인; 자동 음역
Zedad,3,yes,3,0,즈에드아드,고유명사 음역/관습 표기 확인; 자동 음역
Zeboim,3,yes,3,0,즈에브오이므,고유명사 음역/관습 표기 확인; 자동 음역
Zaphon,3,yes,3,0,즈아프오느,고유명사 음역/관습 표기 확인; 자동 음역
Zalmonah,3,yes,3,0,즈아르므오느아하,고유명사 음역/관습 표기 확인; 자동 음역
Zabdiel,3,yes,3,0,즈아브드이에르,고유명사 음역/관습 표기 확인; 자동 음역
Zaavan,3,yes,3,0,즈아아브아느,고유명사 음역/관습 표기 확인; 자동 음역
Zaanannim,3,yes,3,0,즈아아느아느느이므,고유명사 음역/관습 표기 확인; 자동 음역
young of birds,3,no,0,3,새끼 새들,
wrestle,3,no,0,3,씨름하다,
windows,3,no,0,3,창문들,
wild sheep,3,no,0,3,야생 양,
whirl of spindle,3,no,0,3,물레의 회전,
what is stolen,3,no,0,3,도둑질한 것,
weaver's bobbin,3,no,0,3,베틀 북/보빈,
waterless country,3,no,0,3,건조한 땅/불모지,
watering trough,3,no,0,3,구유/물통,
water-tunnel,3,no,0,3,수로 터널/수갱,
water-ditch,3,no,0,3,수로/도랑,
watching-place,3,no,0,3,초소/망보는 곳,
waste away,3,no,0,3,수척해지다/쇠약해지다,
warp-threads,3,no,0,3,날실,
wagon,3,no,0,3,수레/마차,
vigour,3,no,0,3,활력/기력,
vigil,3,no,0,3,철야/밤샘 경계,
venue,3,no,0,3,장소/개최지,
veils,3,no,0,3,베일들/가리개,
vegetation,3,no,0,3,초목/식생,
Uzzielite,3,no,0,3,웃시엘 사람,
Uthai,3,yes,3,0,우스아이,고유명사 음역/관습 표기 확인; 자동 음역
Uphaz,3,yes,3,0,우프아즈,고유명사 음역/관습 표기 확인; 자동 음역
union,3,no,0,3,결합/연합,
Ulai,3,yes,3,0,우르아이,고유명사 음역/관습 표기 확인; 자동 음역
turn away,3,no,0,3,돌이키다/외면하다,
Tubal-Cain,3,yes,3,0,트우브아르 크아이느,고유명사 음역/관습 표기 확인; 자동 음역
trustworthy arrangement,3,no,0,3,신뢰할 만한 약정,
trousers,3,no,0,3,바지,
treacherous,3,no,0,3,배반하는/불성실한,
tow,3,no,0,3,삼베 섬유/견인하다,
Tirhakah,3,yes,3,0,트이르하아크아하,고유명사 음역/관습 표기 확인; 자동 음역
Tiras,3,yes,3,0,트이르아스,고유명사 음역/관습 표기 확인; 자동 음역
Tiphsah,3,yes,3,0,트이프스아하,고유명사 음역/관습 표기 확인; 자동 음역
Timnath Serah,3,yes,3,0,트이므느아스 스에르아하,고유명사 음역/관습 표기 확인; 자동 음역
time of mourning,3,no,0,3,애곡 기간/상 기간,
till,3,no,0,3,갈다/경작하다,
Tikvah,3,yes,3,0,트이크브아하,고유명사 음역/관습 표기 확인; 자동 음역
Tigris,3,yes,3,0,트이그르이스,고유명사 음역/관습 표기 확인; 자동 음역
Tidal,3,yes,3,0,트이드아르,고유명사 음역/관습 표기 확인; 자동 음역
thistles,3,no,0,3,엉겅퀴들,
thirty,3,no,0,3,서른,
the Valley of Salt,3,yes,3,0,스에 브아르르에이 오프 스아르트,고유명사 음역/관습 표기 확인; 자동 음역
the Pass of Adummim,3,yes,3,0,스에 프아스스 오프 아드우므므이므,고유명사 음역/관습 표기 확인; 자동 음역
the little one,3,no,0,3,작은 자/어린 자,
the Hundred,3,yes,3,0,스에 하우느드르에드,고유명사 음역/관습 표기 확인; 자동 음역
the great king,3,yes,3,0,스에 그르에아트 크이느그,고유명사 음역/관습 표기 확인; 자동 음역
textile,3,no,0,3,직물/섬유,
terror-filled,3,no,0,3,두려움으로 가득한,
Teresh,3,yes,3,0,트에르에슈,고유명사 음역/관습 표기 확인; 자동 음역
Temah,3,yes,3,0,트에므아하,고유명사 음역/관습 표기 확인; 자동 음역
Telassar,3,yes,3,0,트에르아스스아르,고유명사 음역/관습 표기 확인; 자동 음역
Tel Melah,3,yes,3,0,트에르 므에르아하,고유명사 음역/관습 표기 확인; 자동 음역
Tel Harsha,3,yes,3,0,트에르 하아르슈아,고유명사 음역/관습 표기 확인; 자동 음역
tassel,3,no,0,3,술장식/술,
Tanhumeth,3,yes,3,0,트아느하우므에스,고유명사 음역/관습 표기 확인; 자동 음역
tamarisk?,3,no,0,3,에셀나무?,
talk inconsiderately,3,no,0,3,경솔하게 말하다,
Tahan,3,yes,3,0,트아하아느,고유명사 음역/관습 표기 확인; 자동 음역
Tadmor,3,yes,3,0,트아드므오르,고유명사 음역/관습 표기 확인; 자동 음역
Taberah,3,yes,3,0,트아브에르아하,고유명사 음역/관습 표기 확인; 자동 음역
Tabeel,3,yes,3,0,트아브에에르,고유명사 음역/관습 표기 확인; 자동 음역
Tabbaoth,3,yes,3,0,트아브브아오스,고유명사 음역/관습 표기 확인; 자동 음역
sweep bare,3,no,0,3,싹쓸이하다/휩쓸다,
swaddle,3,no,0,3,포대기에 싸다,
summoned,3,no,0,3,소환된/부름 받은,
suckling,3,no,0,3,젖먹이,
strokes,3,no,0,3,매질/타격/뇌졸중,
stripped,3,no,0,3,벗겨진/벌거벗은,
stride,3,no,0,3,성큼성큼 걷다/보폭,
strangle,3,no,0,3,목졸라 죽이다,
storax tree,3,no,0,3,소합향나무/스토락스,
steep way,3,no,0,3,험한 길/가파른 길,
statute,3,no,0,3,규례/법령,
statement,3,no,0,3,진술/성명,
stammering,3,no,0,3,말더듬/말을 더듬는,
spreading-place,3,no,0,3,펼친 곳/펴짐,
spin,3,no,0,3,실잣다/돌다,
spider,3,no,0,3,거미,
spend autumn,3,no,0,3,가을을 지내다,
spell,3,no,0,3,철자하다/주문,
space,3,no,0,3,공간/간격,
Sotai,3,yes,3,0,스오트아이,고유명사 음역/관습 표기 확인; 자동 음역
soot,3,no,0,3,그을음,
something tasteless,3,no,0,3,맛없는 것,
smoking,3,no,0,3,연기 나는/흡연,
slaves,3,no,0,3,노예들,
Siw,3,yes,3,0,스이우,고유명사 음역/관습 표기 확인; 자동 음역
Sismai,3,yes,3,0,스이스므아이,고유명사 음역/관습 표기 확인; 자동 음역
Sirion,3,yes,3,0,스이르이오느,고유명사 음역/관습 표기 확인; 자동 음역
Sinite,3,no,0,3,시닌 사람,
Sia,3,yes,3,0,스이아,고유명사 음역/관습 표기 확인; 자동 음역
Shuni,3,yes,3,0,슈우느이,고유명사 음역/관습 표기 확인; 자동 음역
Shulammite,3,no,0,3,슐람 여인,
Shuhamite,3,no,0,3,수함 사람,
Shuah,3,yes,3,0,슈우아하,고유명사 음역/관습 표기 확인; 자동 음역
show mercy,3,no,0,3,자비를 베풀다,
Shophach,3,yes,3,0,슈오프아치,고유명사 음역/관습 표기 확인; 자동 음역
Shobai,3,yes,3,0,슈오브아이,고유명사 음역/관습 표기 확인; 자동 음역
Shobach,3,yes,3,0,슈오브아치,고유명사 음역/관습 표기 확인; 자동 음역
Shoa,3,yes,3,0,슈오아,고유명사 음역/관습 표기 확인; 자동 음역
shining,3,no,0,3,빛나는,
Shimeite,3,no,0,3,시므이 사람,
Shimeath,3,yes,3,0,슈이므에아스,고유명사 음역/관습 표기 확인; 자동 음역
Shillem,3,yes,3,0,슈이르르에므,고유명사 음역/관습 표기 확인; 자동 음역
Shilhi,3,yes,3,0,슈이르하이,고유명사 음역/관습 표기 확인; 자동 음역
Sheva,3,yes,3,0,슈에브아,고유명사 음역/관습 표기 확인; 자동 음역
Sheshach,3,yes,3,0,슈에슈아치,고유명사 음역/관습 표기 확인; 자동 음역
Shepher,3,yes,3,0,슈에프에르,고유명사 음역/관습 표기 확인; 자동 음역
Shepham,3,yes,3,0,슈에프아므,고유명사 음역/관습 표기 확인; 자동 음역
Sheleph,3,yes,3,0,슈에르에프,고유명사 음역/관습 표기 확인; 자동 음역
sheep-raiser,3,no,0,3,양치는 자,
shed tears,3,no,0,3,눈물을 흘리다,
Sheariah,3,yes,3,0,슈에아르이아하,고유명사 음역/관습 표기 확인; 자동 음역
Shashak,3,yes,3,0,슈아슈아크,고유명사 음역/관습 표기 확인; 자동 음역
Shamma,3,yes,3,0,슈아므므아,고유명사 음역/관습 표기 확인; 자동 음역
Shamgar,3,yes,3,0,슈아므그아르,고유명사 음역/관습 표기 확인; 자동 음역
Shalmaneser,3,yes,3,0,살만에셀,고유명사 음역/관습 표기 확인
Shalmai,3,yes,3,0,슈아르므아이,고유명사 음역/관습 표기 확인; 자동 음역
Shaaph,3,yes,3,0,슈아아프,고유명사 음역/관습 표기 확인; 자동 음역
Shaalbonite,3,no,0,3,사알보나 사람,
Shaalbim,3,yes,3,0,슈아아르브이므,고유명사 음역/관습 표기 확인; 자동 음역
Sered,3,yes,3,0,스에르에드,고유명사 음역/관습 표기 확인; 자동 음역
Seled,3,yes,3,0,스에르에드,고유명사 음역/관습 표기 확인; 자동 음역
sediment,3,no,0,3,침전물,
seal ring,3,no,0,3,인장 반지,
sciatic nerve,3,no,0,3,좌골신경,
scaly coat,3,no,0,3,비늘코트/비늘 갑옷,
saturation,3,no,0,3,포화/충만,
Sarid,3,yes,3,0,스아르이드,고유명사 음역/관습 표기 확인; 자동 음역
sandal-thong,3,no,0,3,신끈/샌들 끈,
Sallu,3,yes,3,0,스아르르우,고유명사 음역/관습 표기 확인; 자동 음역
Salem,3,yes,3,0,스아르에므,고유명사 음역/관습 표기 확인; 자동 음역
sail,3,no,0,3,돛/항해하다,
saddle-bags,3,no,0,3,안장자루들,
Sacar,3,yes,3,0,스아크아르,고유명사 음역/관습 표기 확인; 자동 음역
Sabteca,3,yes,3,0,스아브트에크아,고유명사 음역/관습 표기 확인; 자동 음역
Sabta,3,yes,3,0,스아브트아,고유명사 음역/관습 표기 확인; 자동 음역
Rumah,3,yes,3,0,르우므아하,고유명사 음역/관습 표기 확인; 자동 음역
rubbish-heap,3,no,0,3,쓰레기 더미,
royal,3,no,0,3,왕의/왕실의,
rotten berry,3,no,0,3,썩은 열매,
rot,3,no,0,3,썩다/부패,
Romamti-Ezer,3,yes,3,0,르오므아므트이 에즈에르,고유명사 음역/관습 표기 확인; 자동 음역
Rogelim,3,yes,3,0,르오그에르이므,고유명사 음역/관습 표기 확인; 자동 음역
robes,3,no,0,3,예복/옷들,
robbing,3,no,0,3,약탈/강도질,
Rithmah,3,yes,3,0,르이스므아하,고유명사 음역/관습 표기 확인; 자동 음역
Rissah,3,yes,3,0,르이스스아하,고유명사 음역/관습 표기 확인; 자동 음역
ringworm,3,no,0,3,백선/버짐,
Rimmon Perez,3,yes,3,0,르이므므오느 프에르에즈,고유명사 음역/관습 표기 확인; 자동 음역
rim,3,no,0,3,테두리/가장자리,
Ribai,3,yes,3,0,르이브아이,고유명사 음역/관습 표기 확인; 자동 음역
Rezeph,3,yes,3,0,르에즈에프,고유명사 음역/관습 표기 확인; 자동 음역
revolt,3,no,0,3,반역/반란,
resemble,3,no,0,3,닮다/유사하다,
rennet-bag,3,no,0,3,위엽/렌넷주머니,
removed,3,no,0,3,제거된/옮겨진,
reluctance,3,no,0,3,꺼림/마지못함,
relief,3,no,0,3,구원/안도/부조,
reebok,3,no,0,3,영양/사슴류,
rebellious,3,no,0,3,반역하는/거역하는,
Reba,3,yes,3,0,르에브아,고유명사 음역/관습 표기 확인; 자동 음역
raise up,3,no,0,3,일으키다/세우다,
rain cloud,3,no,0,3,비구름,
raging,3,no,0,3,격노하는/사나운,
rag,3,no,0,3,누더기/걸레,
quilt,3,no,0,3,이불/누빔,
quarry-stone,3,no,0,3,채석석/채석된 돌,
quantity,3,no,0,3,양/분량,
purse,3,no,0,3,돈주머니/지갑,
Purah,3,yes,3,0,프우르아하,고유명사 음역/관습 표기 확인; 자동 음역
Punon,3,yes,3,0,프우느오느,고유명사 음역/관습 표기 확인; 자동 음역
publicly known,3,no,0,3,널리 알려진,
promise,3,no,0,3,약속/약속하다,
pricks,3,no,0,3,찌름/가시들,
prickle,3,no,0,3,가시/따끔거림,
powerful,3,no,0,3,강력한/유력한,
poultry,3,no,0,3,가금/닭·오리류,
potter's wheel,3,no,0,3,도공의 물레,
Potiphar,3,yes,3,0,보디발,고유명사 음역/관습 표기 확인
post,3,no,0,3,기둥/말뚝/우편/임명하다,
possess,3,no,0,3,소유하다/차지하다,
police officer,3,no,0,3,경관/관리,
Pokereth-Hazzebaim,3,yes,3,0,프오크에르에스 하아즈즈에브아이므,고유명사 음역/관습 표기 확인; 자동 음역
pluck,3,no,0,3,뽑다/뜯다,
plane-tree,3,no,0,3,버즘나무/플라타너스,
plaits,3,no,0,3,땋은 머리/땋음,
Pithon,3,yes,3,0,프이스오느,고유명사 음역/관습 표기 확인; 자동 음역
pitch-fork,3,no,0,3,쇠스랑/건지개,
Pinon,3,yes,3,0,프이느오느,고유명사 음역/관습 표기 확인; 자동 음역
pile,3,no,0,3,더미/말뚝,
piebald,3,no,0,3,얼룩무늬의,
Pethor,3,yes,3,0,프에스오르,고유명사 음역/관습 표기 확인; 자동 음역
Perez Uzzah,3,yes,3,0,베레스 웃사,고유명사 음역/관습 표기 확인
Penuel,3,yes,3,0,브누엘,고유명사 음역/관습 표기 확인
Peleth,3,yes,3,0,프에르에스,고유명사 음역/관습 표기 확인; 자동 음역
Pelet,3,yes,3,0,프에르에트,고유명사 음역/관습 표기 확인; 자동 음역
Pekod,3,yes,3,0,브곧,고유명사 음역/관습 표기 확인
peel,3,no,0,3,껍질을 벗기다,
Pathrusites,3,yes,3,0,바뜨루심 사람들,고유명사 음역/관습 표기 확인
pass along,3,no,0,3,지나가다/전달하다,
partridge,3,no,0,3,자고새/메추라기류,
Paltiel,3,yes,3,0,발디엘,고유명사 음역/관습 표기 확인
Palti,3,yes,3,0,발디,고유명사 음역/관습 표기 확인
Padon,3,yes,3,0,바돈,고유명사 음역/관습 표기 확인
packsaddles,3,no,0,3,짐 안장들,
Ozem,3,yes,3,0,오즈에므,고유명사 음역/관습 표기 확인; 자동 음역
overhang,3,no,0,3,돌출/돌출되다,
Orpah,3,yes,3,0,오르바,고유명사 음역/관습 표기 확인
ore,3,no,0,3,광석,
ointment pot,3,no,0,3,향유 단지,
ointment mixer,3,no,0,3,향유 제조자,
Ohad,3,yes,3,0,오핫,고유명사 음역/관습 표기 확인
occurrence,3,no,0,3,발생/사건,
obedience,3,no,0,3,순종/복종,
Nogah,3,yes,3,0,느오그아하,고유명사 음역/관습 표기 확인; 자동 음역
Noadiah,3,yes,3,0,노아댜,고유명사 음역/관습 표기 확인
Nissan,3,yes,3,0,니산,고유명사 음역/관습 표기 확인
Nisroch,3,yes,3,0,니스록,고유명사 음역/관습 표기 확인
nip off,3,no,0,3,집어 떼다/꼬집어 떼다,
Nimrim,3,yes,3,0,느이므르이므,고유명사 음역/관습 표기 확인; 자동 음역
nightshade,3,no,0,3,나이트셰이드(가지독초),
Neziah,3,yes,3,0,느에즈이아하,고유명사 음역/관습 표기 확인; 자동 음역
Netophah,3,yes,3,0,느도바,고유명사 음역/관습 표기 확인
Nephtoah,3,yes,3,0,넵토아,고유명사 음역/관습 표기 확인
neighing,3,no,0,3,말 울음소리/히힝거림,
natron,3,no,0,3,나트론,
Naphtuhites,3,yes,3,0,납두힘 사람들,고유명사 음역/관습 표기 확인
Naharai,3,yes,3,0,나하래,고유명사 음역/관습 표기 확인
Nahaliel,3,yes,3,0,나할리엘,고유명사 음역/관습 표기 확인
Nahalal,3,yes,3,0,나할랄,고유명사 음역/관습 표기 확인
myriad,3,no,0,3,수만/무수,
mutilate,3,no,0,3,훼손하다/절단하다,
musty smell,3,no,0,3,곰팡내/퀴퀴한 냄새,
Mushite,3,no,0,3,무시 사람,
Moseroth,3,yes,3,0,모세롯,고유명사 음역/관습 표기 확인
Moriah,3,yes,3,0,모리아,고유명사 음역/관습 표기 확인
Mithredath,3,yes,3,0,미드르닷,고유명사 음역/관습 표기 확인
Mithcah,3,yes,3,0,므이스크아하,고유명사 음역/관습 표기 확인; 자동 음역
Misrephoth Maim,3,yes,3,0,므이스르에프오스 므아이므,고유명사 음역/관습 표기 확인; 자동 음역
Mishal,3,yes,3,0,미살,고유명사 음역/관습 표기 확인
misfortune,3,no,0,3,불행/재앙,
miraculous,3,no,0,3,기적적인/기이한,
Minnith,3,yes,3,0,민닛,고유명사 음역/관습 표기 확인
minium,3,no,0,3,연단(붉은 납),
Mikneiah,3,yes,3,0,므이크느에이아하,고유명사 음역/관습 표기 확인; 자동 음역
Migron,3,yes,3,0,미그론,고유명사 음역/관습 표기 확인
Migdal Eder,3,yes,3,0,미그달 에델,고유명사 음역/관습 표기 확인
Micmethath,3,yes,3,0,므이크므에스아스,고유명사 음역/관습 표기 확인; 자동 음역
Mibzar,3,yes,3,0,므이브즈아르,고유명사 음역/관습 표기 확인; 자동 음역
Methushael,3,yes,3,0,므에스우슈아에르,고유명사 음역/관습 표기 확인; 자동 음역
Meshillemoth,3,yes,3,0,므에슈이르르에므오스,고유명사 음역/관습 표기 확인; 자동 음역
Meronothite,3,no,0,3,메로놋 사람,
Merom,3,yes,3,0,메롬,고유명사 음역/관습 표기 확인
Mered,3,yes,3,0,메렙,고유명사 음역/관습 표기 확인
melting pot,3,no,0,3,도가니/용해로,
Melech,3,yes,3,0,멜렉,고유명사 음역/관습 표기 확인
Melchizedek,3,yes,3,0,멜기세덱,고유명사 음역/관습 표기 확인
Meholathite,3,no,0,3,므홀랏 사람,
Mehida,3,yes,3,0,므히다,고유명사 음역/관습 표기 확인
Medan,3,yes,3,0,므딴,고유명사 음역/관습 표기 확인
Medad,3,yes,3,0,므닷,고유명사 음역/관습 표기 확인
Me-Zahab,3,yes,3,0,므에 즈아하아브,고유명사 음역/관습 표기 확인; 자동 음역
Mattanah,3,yes,3,0,맛다나,고유명사 음역/관습 표기 확인
Matred,3,yes,3,0,맛렛,고유명사 음역/관습 표기 확인
mastic tree,3,no,0,3,마스틱 나무,
mastery,3,no,0,3,숙련/통달/지배,
Massa,3,yes,3,0,맛사,고유명사 음역/관습 표기 확인
Masrekah,3,yes,3,0,맛스레가,고유명사 음역/관습 표기 확인
mallow <flower>,3,no,0,3,아욱(꽃),
Mallothi,3,yes,3,0,말르디,고유명사 음역/관습 표기 확인
malicious intent,3,no,0,3,악의/악의적 의도,
Makheloth,3,yes,3,0,므아크하에르오스,고유명사 음역/관습 표기 확인; 자동 음역
Mahseiah,3,yes,3,0,마세야,고유명사 음역/관습 표기 확인
Mahlite,3,no,0,3,말리 사람,
Maher-Shalal-Hash-Baz,3,yes,3,0,마헬살랄하스바스,고유명사 음역/관습 표기 확인
Mahazioth,3,yes,3,0,마하시옷,고유명사 음역/관습 표기 확인
Mahaneh Dan,3,yes,3,0,마하네단,고유명사 음역/관습 표기 확인
Mahalath,3,yes,3,0,마할랏,고유명사 음역/관습 표기 확인
Magdiel,3,yes,3,0,막디엘,고유명사 음역/관습 표기 확인
Madon,3,yes,3,0,마돈,고유명사 음역/관습 표기 확인
Luhith,3,yes,3,0,루힛,고유명사 음역/관습 표기 확인
lotus,3,no,0,3,연꽃,
Lo-Ammi,3,yes,3,0,로암미,고유명사 음역/관습 표기 확인
limb,3,no,0,3,사지/팔다리,
lift up,3,no,0,3,들어 올리다,
Libnite,3,no,0,3,립나 사람,
leveller,3,no,0,3,평탄기/평준자,
Leshem,3,yes,3,0,레셈,고유명사 음역/관습 표기 확인
Lemuel,3,yes,3,0,르무엘,고유명사 음역/관습 표기 확인
Lehabites,3,yes,3,0,르에하아브이트에스,고유명사 음역/관습 표기 확인; 자동 음역
left-handed,3,no,0,3,왼손잡이/왼손의,
Lebanah,3,yes,3,0,레바나,고유명사 음역/관습 표기 확인
leave unharvested,3,no,0,3,거두지 않고 남겨두다,
law official,3,no,0,3,법관/관원,
late sowing,3,no,0,3,늦파종,
Laish,3,yes,3,0,라이스,고유명사 음역/관습 표기 확인
ladanum,3,no,0,3,라다넘 수지,
lack,3,no,0,3,부족/결핍,
Kue,3,yes,3,0,쿠에,고유명사 음역/관습 표기 확인
Kolaiah,3,yes,3,0,골라야,고유명사 음역/관습 표기 확인
knoll,3,no,0,3,작은 언덕/둔덕,
Kislev,3,yes,3,0,기슬레브,고유명사 음역/관습 표기 확인
Kishion,3,yes,3,0,기시온,고유명사 음역/관습 표기 확인
Kiriath Baal,3,yes,3,0,기럇바알,고유명사 음역/관습 표기 확인
killing,3,no,0,3,살해/죽임,
kick,3,no,0,3,발로 차다/차다,
Kerub,3,yes,3,0,게룹,고유명사 음역/관습 표기 확인
Keros,3,yes,3,0,게로스,고유명사 음역/관습 표기 확인
Kerith,3,yes,3,0,그릿,고유명사 음역/관습 표기 확인
Keran,3,yes,3,0,게란,고유명사 음역/관습 표기 확인
Kenath,3,yes,3,0,그낫,고유명사 음역/관습 표기 확인
Kelub,3,yes,3,0,겔룹,고유명사 음역/관습 표기 확인
Kehelathah,3,yes,3,0,그헬라다,고유명사 음역/관습 표기 확인
Kedemah,3,yes,3,0,그데마,고유명사 음역/관습 표기 확인
Juttah,3,yes,3,0,윳다,고유명사 음역/관습 표기 확인
Joshbekashah,3,yes,3,0,요슈브에크아슈아하,고유명사 음역/관습 표기 확인; 자동 음역
Joshaphat,3,yes,3,0,요사밧,고유명사 음역/관습 표기 확인
Joktheel,3,yes,3,0,욕드엘,고유명사 음역/관습 표기 확인
Jokmeam,3,yes,3,0,욕므암,고유명사 음역/관습 표기 확인
Joha,3,yes,3,0,요하아,고유명사 음역/관습 표기 확인; 자동 음역
Jogbehah,3,yes,3,0,욥그하,고유명사 음역/관습 표기 확인
Jochebed,3,yes,3,0,요게벳,고유명사 음역/관습 표기 확인
Jobab,3,yes,3,0,요밥,고유명사 음역/관습 표기 확인
Jezerite,3,no,0,3,이에셀 사람,
Jetheth,3,yes,3,0,예덷,고유명사 음역/관습 표기 확인
Jerusha,3,yes,3,0,여루사,고유명사 음역/관습 표기 확인
Jerahmeelite,3,no,0,3,여라흐므엘 사람,
Jerah,3,yes,3,0,여라,고유명사 음역/관습 표기 확인
Jemuel,3,yes,3,0,여무엘,고유명사 음역/관습 표기 확인
Jekameam,3,yes,3,0,여가메암,고유명사 음역/관습 표기 확인
Jehoiarib,3,yes,3,0,여호야립,고유명사 음역/관습 표기 확인
Jehoaddin,3,yes,3,0,여호아딘,고유명사 음역/관습 표기 확인
Jehoaddah,3,yes,3,0,여호앗다,고유명사 음역/관습 표기 확인
Jehieli,3,no,0,3,여히엘리,
Jehdeiah,3,yes,3,0,여드야,고유명사 음역/관습 표기 확인
Jehallelel,3,yes,3,0,여할렐엘,고유명사 음역/관습 표기 확인
Jecoliah,3,yes,3,0,여골리야,고유명사 음역/관습 표기 확인
jasper,3,no,0,3,벽옥,
Jarha,3,yes,3,0,야르하,고유명사 음역/관습 표기 확인
Jakim,3,yes,3,0,야김,고유명사 음역/관습 표기 확인
Jahzeel,3,yes,3,0,야흐스엘,고유명사 음역/관습 표기 확인
Jahleel,3,yes,3,0,야흘레엘,고유명사 음역/관습 표기 확인
Jahaz,3,yes,3,0,야하스,고유명사 음역/관습 표기 확인
Jadah,3,yes,3,0,야다,고유명사 음역/관습 표기 확인
Jada,3,yes,3,0,야드아,고유명사 음역/관습 표기 확인; 자동 음역
Jabneel,3,yes,3,0,얍느엘,고유명사 음역/관습 표기 확인
Jaaziah,3,yes,3,0,야아시야,고유명사 음역/관습 표기 확인
Jaasiel,3,yes,3,0,야아시엘,고유명사 음역/관습 표기 확인
Jaala,3,yes,3,0,야알라,고유명사 음역/관습 표기 확인
Iyim,3,yes,3,0,이임,고유명사 음역/관습 표기 확인
Iye Abarim,3,yes,3,0,이예 아바림,고유명사 음역/관습 표기 확인
ivory,3,no,0,3,상아,
Ithream,3,yes,3,0,잇르암,고유명사 음역/관습 표기 확인
Ishvah,3,yes,3,0,이스와,고유명사 음역/관습 표기 확인
Ishbak,3,yes,3,0,이스박,고유명사 음역/관습 표기 확인
Irijah,3,yes,3,0,이리야,고유명사 음역/관습 표기 확인
